DATE,DOW,METRIC_NAME,METRIC_VALUE,MR,X_BAR,MR_BAR,UNPL,LNPL,URL,SIGNAL_RULE_1,SIGNAL_RULE_2,SIGNAL_RULE_3,MR_SIGNAL,ANY_SIGNAL
2025-09-09,2,PAID_SOCIAL_IMPRESSIONS,14022,6016,0,0,0,0,0,true,true,true,true,true
2025-09-16,2,PAID_SOCIAL_IMPRESSIONS,16741,2719,0,0,0,0,0,true,true,true,true,true
2025-09-23,2,PAID_SOCIAL_IMPRESSIONS,0,16741,0,0,0,0,0,false,false,false,true,true
2025-09-30,2,PAID_SOCIAL_IMPRESSIONS,579,579,0,0,0,0,0,true,true,true,true,true
2025-10-07,2,PAID_SOCIAL_IMPRESSIONS,1390,811,0,0,0,0,0,true,true,true,true,true
2025-10-14,2,PAID_SOCIAL_IMPRESSIONS,12266,10876,0,0,0,0,0,true,true,true,true,true
2025-10-21,2,PAID_SOCIAL_IMPRESSIONS,12142,124,0,0,0,0,0,true,true,true,true,true
2025-10-28,2,PAID_SOCIAL_IMPRESSIONS,19528,7386,0,0,0,0,0,true,true,true,true,true
2025-11-04,2,PAID_SOCIAL_IMPRESSIONS,17093,2435,0,0,0,0,0,true,true,true,true,true
2025-11-11,2,PAID_SOCIAL_IMPRESSIONS,12834,4259,0,0,0,0,0,true,true,true,true,true
2025-11-18,2,PAID_SOCIAL_IMPRESSIONS,14086,1252,0,0,0,0,0,true,true,true,true,true
2025-11-25,2,PAID_SOCIAL_IMPRESSIONS,13744,342,0,0,0,0,0,true,true,true,true,true
2025-12-02,2,PAID_SOCIAL_IMPRESSIONS,9467,4277,0,0,0,0,0,true,true,true,true,true
2025-12-09,2,PAID_SOCIAL_IMPRESSIONS,10426,959,0,0,0,0,0,true,true,true,true,true
2025-12-16,2,PAID_SOCIAL_IMPRESSIONS,5643,4783,0,0,0,0,0,true,true,true,true,true
2025-12-23,2,PAID_SOCIAL_IMPRESSIONS,0,5643,0,0,0,0,0,false,false,false,true,true
2025-12-30,2,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2026-01-06,2,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2026-01-13,2,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2026-01-20,2,PAID_SOCIAL_IMPRESSIONS,6087,6087,0,0,0,0,0,true,true,true,true,true
2026-01-27,2,PAID_SOCIAL_IMPRESSIONS,6448,361,0,0,0,0,0,true,true,true,true,true
2026-02-03,2,PAID_SOCIAL_IMPRESSIONS,6643,195,0,0,0,0,0,true,true,true,true,true
2026-02-10,2,PAID_SOCIAL_IMPRESSIONS,5843,800,0,0,0,0,0,true,true,true,true,true
2026-02-17,2,PAID_SOCIAL_IMPRESSIONS,6268,425,0,0,0,0,0,true,true,true,true,true
2026-02-24,2,PAID_SOCIAL_IMPRESSIONS,5335,933,0,0,0,0,0,true,true,true,true,true
2026-03-03,2,PAID_SOCIAL_IMPRESSIONS,6452,1117,0,0,0,0,0,true,true,true,true,true
2026-03-10,2,PAID_SOCIAL_IMPRESSIONS,6474,22,0,0,0,0,0,true,true,true,true,true
2026-03-17,2,PAID_SOCIAL_IMPRESSIONS,13853,7379,0,0,0,0,0,true,true,true,true,true
2026-03-24,2,PAID_SOCIAL_IMPRESSIONS,13937,84,0,0,0,0,0,true,true,true,true,true
2026-03-31,2,PAID_SOCIAL_IMPRESSIONS,12680,1257,0,0,0,0,0,true,true,true,true,true
2023-01-04,3,PAID_SOCIAL_IMPRESSIONS,82602,,0,0,0,0,0,true,true,true,false,true
2023-01-11,3,PAID_SOCIAL_IMPRESSIONS,72522,10080,0,0,0,0,0,true,true,true,true,true
2023-01-18,3,PAID_SOCIAL_IMPRESSIONS,106291,33769,0,0,0,0,0,true,true,true,true,true
2023-01-25,3,PAID_SOCIAL_IMPRESSIONS,109938,3647,0,0,0,0,0,true,true,true,true,true
2023-02-01,3,PAID_SOCIAL_IMPRESSIONS,106273,3665,0,0,0,0,0,true,true,true,true,true
2023-02-08,3,PAID_SOCIAL_IMPRESSIONS,48456,57817,0,0,0,0,0,true,true,true,true,true
2023-02-15,3,PAID_SOCIAL_IMPRESSIONS,50394,1938,0,0,0,0,0,true,true,true,true,true
2023-02-22,3,PAID_SOCIAL_IMPRESSIONS,153835,103441,0,0,0,0,0,true,true,true,true,true
2023-03-01,3,PAID_SOCIAL_IMPRESSIONS,241580,87745,0,0,0,0,0,true,true,true,true,true
2023-03-08,3,PAID_SOCIAL_IMPRESSIONS,194045,47535,0,0,0,0,0,true,true,true,true,true
2023-03-15,3,PAID_SOCIAL_IMPRESSIONS,449028,254983,0,0,0,0,0,true,true,true,true,true
2023-03-22,3,PAID_SOCIAL_IMPRESSIONS,647412,198384,0,0,0,0,0,true,true,true,true,true
2023-03-29,3,PAID_SOCIAL_IMPRESSIONS,997261,349849,0,0,0,0,0,true,true,true,true,true
2023-04-05,3,PAID_SOCIAL_IMPRESSIONS,19307,977954,0,0,0,0,0,true,true,true,true,true
2023-04-12,3,PAID_SOCIAL_IMPRESSIONS,49050,29743,0,0,0,0,0,true,true,true,true,true
2023-04-19,3,PAID_SOCIAL_IMPRESSIONS,61194,12144,0,0,0,0,0,true,true,true,true,true
2023-04-26,3,PAID_SOCIAL_IMPRESSIONS,62058,864,0,0,0,0,0,true,true,true,true,true
2023-05-03,3,PAID_SOCIAL_IMPRESSIONS,67261,5203,0,0,0,0,0,true,true,true,true,true
2023-05-10,3,PAID_SOCIAL_IMPRESSIONS,60220,7041,0,0,0,0,0,true,true,true,true,true
2023-05-17,3,PAID_SOCIAL_IMPRESSIONS,60886,666,0,0,0,0,0,true,true,true,true,true
2023-05-24,3,PAID_SOCIAL_IMPRESSIONS,51413,9473,0,0,0,0,0,true,true,true,true,true
2023-05-31,3,PAID_SOCIAL_IMPRESSIONS,52445,1032,0,0,0,0,0,true,true,true,true,true
2023-06-07,3,PAID_SOCIAL_IMPRESSIONS,53272,827,0,0,0,0,0,true,true,true,true,true
2023-06-14,3,PAID_SOCIAL_IMPRESSIONS,56881,3609,0,0,0,0,0,true,true,true,true,true
2023-06-21,3,PAID_SOCIAL_IMPRESSIONS,52215,4666,0,0,0,0,0,true,true,true,true,true
2023-06-28,3,PAID_SOCIAL_IMPRESSIONS,71841,19626,0,0,0,0,0,true,true,true,true,true
2023-07-05,3,PAID_SOCIAL_IMPRESSIONS,74508,2667,0,0,0,0,0,true,true,true,true,true
2023-07-12,3,PAID_SOCIAL_IMPRESSIONS,84396,9888,0,0,0,0,0,true,true,true,true,true
2023-07-19,3,PAID_SOCIAL_IMPRESSIONS,87589,3193,0,0,0,0,0,true,true,true,true,true
2023-07-26,3,PAID_SOCIAL_IMPRESSIONS,89528,1939,0,0,0,0,0,true,true,true,true,true
2023-08-02,3,PAID_SOCIAL_IMPRESSIONS,55696,33832,0,0,0,0,0,true,true,true,true,true
2023-08-09,3,PAID_SOCIAL_IMPRESSIONS,83536,27840,0,0,0,0,0,true,true,true,true,true
2023-08-16,3,PAID_SOCIAL_IMPRESSIONS,50164,33372,0,0,0,0,0,true,true,true,true,true
2023-08-23,3,PAID_SOCIAL_IMPRESSIONS,43095,7069,0,0,0,0,0,true,true,true,true,true
2023-08-30,3,PAID_SOCIAL_IMPRESSIONS,14667,28428,0,0,0,0,0,true,true,true,true,true
2023-09-06,3,PAID_SOCIAL_IMPRESSIONS,18987,4320,0,0,0,0,0,true,true,true,true,true
2023-09-13,3,PAID_SOCIAL_IMPRESSIONS,27716,8729,0,0,0,0,0,true,true,true,true,true
2023-09-20,3,PAID_SOCIAL_IMPRESSIONS,33477,5761,0,0,0,0,0,true,true,true,true,true
2023-09-27,3,PAID_SOCIAL_IMPRESSIONS,44997,11520,0,0,0,0,0,true,true,true,true,true
2023-10-04,3,PAID_SOCIAL_IMPRESSIONS,48785,3788,0,0,0,0,0,true,true,true,true,true
2023-10-11,3,PAID_SOCIAL_IMPRESSIONS,52655,3870,0,0,0,0,0,true,true,true,true,true
2023-10-18,3,PAID_SOCIAL_IMPRESSIONS,79692,27037,0,0,0,0,0,true,true,true,true,true
2023-10-25,3,PAID_SOCIAL_IMPRESSIONS,71334,8358,0,0,0,0,0,true,true,true,true,true
2023-11-01,3,PAID_SOCIAL_IMPRESSIONS,89691,18357,0,0,0,0,0,true,true,true,true,true
2023-11-08,3,PAID_SOCIAL_IMPRESSIONS,58000,31691,0,0,0,0,0,true,true,true,true,true
2023-11-15,3,PAID_SOCIAL_IMPRESSIONS,46830,11170,0,0,0,0,0,true,true,true,true,true
2023-11-22,3,PAID_SOCIAL_IMPRESSIONS,48862,2032,0,0,0,0,0,true,true,true,true,true
2023-11-29,3,PAID_SOCIAL_IMPRESSIONS,57945,9083,0,0,0,0,0,true,true,true,true,true
2023-12-06,3,PAID_SOCIAL_IMPRESSIONS,43668,14277,0,0,0,0,0,true,true,true,true,true
2023-12-13,3,PAID_SOCIAL_IMPRESSIONS,48363,4695,0,0,0,0,0,true,true,true,true,true
2023-12-20,3,PAID_SOCIAL_IMPRESSIONS,56706,8343,0,0,0,0,0,true,true,true,true,true
2023-12-27,3,PAID_SOCIAL_IMPRESSIONS,53691,3015,0,0,0,0,0,true,true,true,true,true
2024-01-03,3,PAID_SOCIAL_IMPRESSIONS,58179,4488,0,0,0,0,0,true,true,true,true,true
2024-01-10,3,PAID_SOCIAL_IMPRESSIONS,66727,8548,0,0,0,0,0,true,true,true,true,true
2024-01-17,3,PAID_SOCIAL_IMPRESSIONS,63907,2820,0,0,0,0,0,true,true,true,true,true
2024-01-24,3,PAID_SOCIAL_IMPRESSIONS,94118,30211,0,0,0,0,0,true,true,true,true,true
2024-01-31,3,PAID_SOCIAL_IMPRESSIONS,64017,30101,0,0,0,0,0,true,true,true,true,true
2024-02-07,3,PAID_SOCIAL_IMPRESSIONS,59770,4247,0,0,0,0,0,true,true,true,true,true
2024-02-14,3,PAID_SOCIAL_IMPRESSIONS,46378,13392,0,0,0,0,0,true,true,true,true,true
2024-02-21,3,PAID_SOCIAL_IMPRESSIONS,44825,1553,0,0,0,0,0,true,true,true,true,true
2024-02-28,3,PAID_SOCIAL_IMPRESSIONS,63990,19165,0,0,0,0,0,true,true,true,true,true
2024-03-06,3,PAID_SOCIAL_IMPRESSIONS,62910,1080,0,0,0,0,0,true,true,true,true,true
2024-03-13,3,PAID_SOCIAL_IMPRESSIONS,71657,8747,0,0,0,0,0,true,true,true,true,true
2024-03-20,3,PAID_SOCIAL_IMPRESSIONS,65837,5820,0,0,0,0,0,true,true,true,true,true
2024-03-27,3,PAID_SOCIAL_IMPRESSIONS,68023,2186,0,0,0,0,0,true,true,true,true,true
2024-04-03,3,PAID_SOCIAL_IMPRESSIONS,83800,15777,0,0,0,0,0,true,true,true,true,true
2024-04-10,3,PAID_SOCIAL_IMPRESSIONS,68395,15405,0,0,0,0,0,true,true,true,true,true
2024-04-17,3,PAID_SOCIAL_IMPRESSIONS,154572,86177,0,0,0,0,0,true,true,true,true,true
2024-04-24,3,PAID_SOCIAL_IMPRESSIONS,25238,129334,0,0,0,0,0,true,true,true,true,true
2024-05-01,3,PAID_SOCIAL_IMPRESSIONS,0,25238,0,0,0,0,0,false,false,false,true,true
2024-05-08,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-05-15,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-05-22,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-05-29,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-06-05,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-06-12,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-06-19,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-06-26,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-07-03,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-07-10,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-07-17,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-07-24,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-07-31,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-08-07,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-08-14,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-08-21,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-08-28,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-09-04,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-09-11,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-09-18,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-09-25,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-10-02,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-10-09,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-10-16,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-10-23,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-10-30,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-11-06,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-11-13,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-11-20,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-11-27,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-12-04,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-12-11,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-12-18,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2024-12-25,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-01-01,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-01-08,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-01-15,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-01-22,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-01-29,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-02-05,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-02-12,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-02-19,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-02-26,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-03-05,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-03-12,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-03-19,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-03-26,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-04-02,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-04-09,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-04-16,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-04-23,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-04-30,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-05-07,3,PAID_SOCIAL_IMPRESSIONS,5097,5097,0,0,0,0,0,true,true,true,true,true
2025-05-14,3,PAID_SOCIAL_IMPRESSIONS,3973,1124,0,0,0,0,0,true,true,true,true,true
2025-05-21,3,PAID_SOCIAL_IMPRESSIONS,5925,1952,0,0,0,0,0,true,true,true,true,true
2025-05-28,3,PAID_SOCIAL_IMPRESSIONS,11014,5089,0,0,0,0,0,true,true,true,true,true
2025-06-04,3,PAID_SOCIAL_IMPRESSIONS,6778,4236,0,0,0,0,0,true,true,true,true,true
2025-06-11,3,PAID_SOCIAL_IMPRESSIONS,6711,67,0,0,0,0,0,true,true,true,true,true
2025-06-18,3,PAID_SOCIAL_IMPRESSIONS,9752,3041,0,0,0,0,0,true,true,true,true,true
2025-06-25,3,PAID_SOCIAL_IMPRESSIONS,7325,2427,0,0,0,0,0,true,true,true,true,true
2025-07-02,3,PAID_SOCIAL_IMPRESSIONS,7140,185,0,0,0,0,0,true,true,true,true,true
2025-07-09,3,PAID_SOCIAL_IMPRESSIONS,6029,1111,0,0,0,0,0,true,true,true,true,true
2025-07-16,3,PAID_SOCIAL_IMPRESSIONS,8232,2203,0,0,0,0,0,true,true,true,true,true
2025-07-23,3,PAID_SOCIAL_IMPRESSIONS,12416,4184,0,0,0,0,0,true,true,true,true,true
2025-07-30,3,PAID_SOCIAL_IMPRESSIONS,10709,1707,0,0,0,0,0,true,true,true,true,true
2025-08-06,3,PAID_SOCIAL_IMPRESSIONS,38714,28005,0,0,0,0,0,true,true,true,true,true
2025-08-13,3,PAID_SOCIAL_IMPRESSIONS,30574,8140,0,0,0,0,0,true,true,true,true,true
2025-08-20,3,PAID_SOCIAL_IMPRESSIONS,10102,20472,0,0,0,0,0,true,true,true,true,true
2025-08-27,3,PAID_SOCIAL_IMPRESSIONS,14637,4535,0,0,0,0,0,true,true,true,true,true
2025-09-03,3,PAID_SOCIAL_IMPRESSIONS,15586,949,0,0,0,0,0,true,true,true,true,true
2025-09-10,3,PAID_SOCIAL_IMPRESSIONS,14858,728,0,0,0,0,0,true,true,true,true,true
2025-09-17,3,PAID_SOCIAL_IMPRESSIONS,15557,699,0,0,0,0,0,true,true,true,true,true
2025-09-24,3,PAID_SOCIAL_IMPRESSIONS,250,15307,0,0,0,0,0,true,true,true,true,true
2025-10-01,3,PAID_SOCIAL_IMPRESSIONS,1039,789,0,0,0,0,0,true,true,true,true,true
2025-10-08,3,PAID_SOCIAL_IMPRESSIONS,21055,20016,0,0,0,0,0,true,true,true,true,true
2025-10-15,3,PAID_SOCIAL_IMPRESSIONS,10848,10207,0,0,0,0,0,true,true,true,true,true
2025-10-22,3,PAID_SOCIAL_IMPRESSIONS,11247,399,0,0,0,0,0,true,true,true,true,true
2025-10-29,3,PAID_SOCIAL_IMPRESSIONS,20453,9206,0,0,0,0,0,true,true,true,true,true
2025-11-05,3,PAID_SOCIAL_IMPRESSIONS,15370,5083,0,0,0,0,0,true,true,true,true,true
2025-11-12,3,PAID_SOCIAL_IMPRESSIONS,8251,7119,0,0,0,0,0,true,true,true,true,true
2025-11-19,3,PAID_SOCIAL_IMPRESSIONS,18177,9926,0,0,0,0,0,true,true,true,true,true
2025-11-26,3,PAID_SOCIAL_IMPRESSIONS,7744,10433,0,0,0,0,0,true,true,true,true,true
2025-12-03,3,PAID_SOCIAL_IMPRESSIONS,10630,2886,0,0,0,0,0,true,true,true,true,true
2025-12-10,3,PAID_SOCIAL_IMPRESSIONS,11436,806,0,0,0,0,0,true,true,true,true,true
2025-12-17,3,PAID_SOCIAL_IMPRESSIONS,0,11436,0,0,0,0,0,false,false,false,true,true
2025-12-24,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2025-12-31,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2026-01-07,3,PAID_SOCIAL_IMPRESSIONS,0,0,0,0,0,0,0,false,false,false,false,false
2026-01-14,3,PAID_SOCIAL_IMPRESSIONS,15149,15149,0,0,0,0,0,true,true,true,true,true
2026-01-21,3,PAID_SOCIAL_IMPRESSIONS,6110,9039,0,0,0,0,0,true,true,true,true,true
2026-01-28,3,PAID_SOCIAL_IMPRESSIONS,5646,464,0,0,0,0,0,true,true,true,true,true
2026-02-04,3,PAID_SOCIAL_IMPRESSIONS,5951,305,0,0,0,0,0,true,true,true,true,true
2026-02-11,3,PAID_SOCIAL_IMPRESSIONS,6177,226,0,0,0,0,0,true,true,true,true,true
2026-02-18,3,PAID_SOCIAL_IMPRESSIONS,6055,122,0,0,0,0,0,true,true,true,true,true
2026-02-25,3,PAID_SOCIAL_IMPRESSIONS,5204,851,0,0,0,0,0,true,true,true,true,true
2026-03-04,3,PAID_SOCIAL_IMPRESSIONS,6603,1399,0,0,0,0,0,true,true,true,true,true
2026-03-11,3,PAID_SOCIAL_IMPRESSIONS,6525,78,0,0,0,0,0,true,true,true,true,true
2026-03-18,3,PAID_SOCIAL_IMPRESSIONS,10497,3972,0,0,0,0,0,true,true,true,true,true
2026-03-25,3,PAID_SOCIAL_IMPRESSIONS,14565,4068,0,0,0,0,0,true,true,true,true,true
2026-04-01,3,PAID_SOCIAL_IMPRESSIONS,13576,989,0,0,0,0,0,true,true,true,true,true
2023-01-05,4,PAID_SOCIAL_IMPRESSIONS,81147,,0,0,0,0,0,true,true,true,false,true
2023-01-12,4,PAID_SOCIAL_IMPRESSIONS,73042,8105,0,0,0,0,0,true,true,true,true,true
2023-01-19,4,PAID_SOCIAL_IMPRESSIONS,112949,39907,0,0,0,0,0,true,true,true,true,true
2023-01-26,4,PAID_SOCIAL_IMPRESSIONS,80708,32241,0,0,0,0,0,true,true,true,true,true
2023-02-02,4,PAID_SOCIAL_IMPRESSIONS,125306,44598,0,0,0,0,0,true,true,true,true,true
2023-02-09,4,PAID_SOCIAL_IMPRESSIONS,39536,85770,0,0,0,0,0,true,true,true,true,true
2023-02-16,4,PAID_SOCIAL_IMPRESSIONS,100384,60848,0,0,0,0,0,true,true,true,true,true
2023-02-23,4,PAID_SOCIAL_IMPRESSIONS,194920,94536,0,0,0,0,0,true,true,true,true,true
2023-03-02,4,PAID_SOCIAL_IMPRESSIONS,347890,152970,0,0,0,0,0,true,true,true,true,true
2023-03-09,4,PAID_SOCIAL_IMPRESSIONS,180325,167565,0,0,0,0,0,true,true,true,true,true
2023-03-16,4,PAID_SOCIAL_IMPRESSIONS,679155,498830,0,0,0,0,0,true,true,true,true,true
2023-03-23,4,PAID_SOCIAL_IMPRESSIONS,616261,62894,0,0,0,0,0,true,true,true,true,true
2023-03-30,4,PAID_SOCIAL_IMPRESSIONS,547260,69001,0,0,0,0,0,true,true,true,true,true
2023-04-06,4,PAID_SOCIAL_IMPRESSIONS,19591,527669,0,0,0,0,0,true,true,true,true,true
2023-04-13,4,PAID_SOCIAL_IMPRESSIONS,50210,30619,0,0,0,0,0,true,true,true,true,true
2023-04-20,4,PAID_SOCIAL_IMPRESSIONS,71528,21318,0,0,0,0,0,true,true,true,true,true
2023-04-27,4,PAID_SOCIAL_IMPRESSIONS,61210,10318,0,0,0,0,0,true,true,true,true,true
2023-05-04,4,PAID_SOCIAL_IMPRESSIONS,61550,340,0,0,0,0,0,true,true,true,true,true
2023-05-11,4,PAID_SOCIAL_IMPRESSIONS,61336,214,0,0,0,0,0,true,true,true,true,true
2023-05-18,4,PAID_SOCIAL_IMPRESSIONS,63136,1800,0,0,0,0,0,true,true,true,true,true
2023-05-25,4,PAID_SOCIAL_IMPRESSIONS,47843,15293,0,0,0,0,0,true,true,true,true,true
2023-06-01,4,PAID_SOCIAL_IMPRESSIONS,63298,15455,0,0,0,0,0,true,true,true,true,true
2023-06-08,4,PAID_SOCIAL_IMPRESSIONS,52595,10703,0,0,0,0,0,true,true,true,true,true
2023-06-15,4,PAID_SOCIAL_IMPRESSIONS,62071,9476,0,0,0,0,0,true,true,true,true,true
2023-06-22,4,PAID_SOCIAL_IMPRESSIONS,62786,715,0,0,0,0,0,true,true,true,true,true
2023-06-29,4,PAID_SOCIAL_IMPRESSIONS,75954,13168,0,0,0,0,0,true,true,true,true,true
2023-07-06,4,PAID_SOCIAL_IMPRESSIONS,70266,5688,0,0,0,0,0,true,true,true,true,true
2023-07-13,4,PAID_SOCIAL_IMPRESSIONS,94472,24206,0,0,0,0,0,true,true,true,true,true
2023-07-20,4,PAID_SOCIAL_IMPRESSIONS,105869,11397,0,0,0,0,0,true,true,true,true,true
2023-07-27,4,PAID_SOCIAL_IMPRESSIONS,67554,38315,0,0,0,0,0,true,true,true,true,true
2023-08-03,4,PAID_SOCIAL_IMPRESSIONS,53450,14104,0,0,0,0,0,true,true,true,true,true
2023-08-10,4,PAID_SOCIAL_IMPRESSIONS,61878,8428,0,0,0,0,0,true,true,true,true,true
2023-08-17,4,PAID_SOCIAL_IMPRESSIONS,48500,13378,0,0,0,0,0,true,true,true,true,true
2023-08-24,4,PAID_SOCIAL_IMPRESSIONS,32650,15850,0,0,0,0,0,true,true,true,true,true
2023-08-31,4,PAID_SOCIAL_IMPRESSIONS,15497,17153,0,0,0,0,0,true,true,true,true,true
2023-09-07,4,PAID_SOCIAL_IMPRESSIONS,14197,1300,0,0,0,0,0,true,true,true,true,true
2023-09-14,4,PAID_SOCIAL_IMPRESSIONS,27729,13532,0,0,0,0,0,true,true,true,true,true
2023-09-21,4,PAID_SOCIAL_IMPRESSIONS,40434,12705,0,0,0,0,0,true,true,true,true,true
2023-09-28,4,PAID_SOCIAL_IMPRESSIONS,46184,5750,0,0,0,0,0,true,true,true,true,true
2023-10-05,4,PAID_SOCIAL_IMPRESSIONS,49580,3396,0,0,0,0,0,true,true,true,true,true
2023-10-12,4,PAID_SOCIAL_IMPRESSIONS,56258,6678,0,0,0,0,0,true,true,true,true,true
2023-10-19,4,PAID_SOCIAL_IMPRESSIONS,70719,14461,0,0,0,0,0,true,true,true,true,true
2023-10-26,4,PAID_SOCIAL_IMPRESSIONS,70169,550,0,0,0,0,0,true,true,true,true,true
2023-11-02,4,PAID_SOCIAL_IMPRESSIONS,90485,20316,0,0,0,0,0,true,true,true,true,true
2023-11-09,4,PAID_SOCIAL_IMPRESSIONS,54478,36007,0,0,0,0,0,true,true,true,true,true
2023-11-16,4,PAID_SOCIAL_IMPRESSIONS,52532,1946,0,0,0,0,0,true,true,true,true,true
2023-11-23,4,PAID_SOCIAL_IMPRESSIONS,43029,9503,0,0,0,0,0,true,true,true,true,true
2023-11-30,4,PAID_SOCIAL_IMPRESSIONS,65275,22246,0,0,0,0,0,true,true,true,true,true
2023-12-07,4,PAID_SOCIAL_IMPRESSIONS,38136,27139,0,0,0,0,0,true,true,true,true,true
2023-12-14,4,PAID_SOCIAL_IMPRESSIONS,47927,9791,0,0,0,0,0,true,true,true,true,true
